2025-09-07 17:21:15,333 - enhanced_fastapi_server - INFO - Voice Cloning API starting up...
2025-09-07 17:21:21,137 - enhanced_fastapi_server - INFO - Health check requested
2025-09-07 17:25:00,694 - __main__ - INFO - Temp directory ensured: temp_files
2025-09-07 17:25:00,705 - __main__ - INFO - Starting Voice Cloning Pipeline API v2.0.0
2025-09-07 17:25:00,706 - __main__ - INFO - Server will be available at: http://0.0.0.0:8002
2025-09-07 17:25:00,706 - __main__ - INFO - API Documentation: http://0.0.0.0:8002/docs
2025-09-07 17:26:06,969 - __main__ - INFO - Request: GET http://localhost:8002/health?id=cd70ff69-d7e7-44ac-97b5-92db2b36a8f6&vscodeBrowserReqId=1757247966648
2025-09-07 17:26:06,973 - __main__ - INFO - Response: 200 - 0.00s
2025-09-07 17:26:11,491 - __main__ - INFO - Request: GET http://localhost:8002/docs?id=cd70ff69-d7e7-44ac-97b5-92db2b36a8f6&vscodeBrowserReqId=1757247971488
2025-09-07 17:26:11,492 - __main__ - INFO - Response: 200 - 0.00s
2025-09-07 17:26:11,573 - __main__ - INFO - Request: GET http://localhost:8002/openapi.json
2025-09-07 17:26:11,574 - __main__ - ERROR - Global exception: '_SpecialForm' object has no attribute 'replace'
2025-09-07 17:28:42,937 - __main__ - INFO - Temp directory ensured: temp_files
2025-09-07 17:28:42,951 - __main__ - INFO - Starting Voice Cloning Pipeline API v2.0.0
2025-09-07 17:28:42,951 - __main__ - INFO - Server will be available at: http://0.0.0.0:8002
2025-09-07 17:28:42,951 - __main__ - INFO - API Documentation: http://0.0.0.0:8002/docs
2025-09-07 17:37:49,119 - __main__ - INFO - Temp directory ensured: temp_files
2025-09-07 17:37:49,126 - __main__ - INFO - Starting Voice Cloning Pipeline API v2.0.0
2025-09-07 17:37:49,127 - __main__ - INFO - Server will be available at: http://0.0.0.0:8002
2025-09-07 17:37:49,127 - __main__ - INFO - API Documentation: http://0.0.0.0:8002/docs
2025-09-07 17:38:32,720 - __main__ - INFO - Request: GET http://localhost:8002/
2025-09-07 17:38:32,721 - __main__ - INFO - Response: 404 - 0.00s
2025-09-07 17:38:42,566 - __main__ - INFO - Request: GET http://localhost:8002/docs
